"STATION","NAME","DATE","TMAX","TMIN"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-09-26","62","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-09-27","59","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-09-28","61","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-09-29","63","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-09-30","62","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-01","59","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-02","62","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-03","58","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-04","56","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-05","58","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-06","52","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-07","53","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-08","53","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-09","47","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-10","52","35"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-11","54","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-12","53","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-13","53","35"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-14","53","43"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-15","46","39"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-16","48","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-17","49","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-18","52","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-19","52","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-20","57","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-21","58","42"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-22","55","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-23","54","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-24","50","43"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-25","60","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-26","61","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-27","58","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-28","54","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-29","52","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-30","51","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-10-31","48","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-01","45","39"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-02","42","34"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-03","43","29"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-04","43","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-05","44","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-06","41","37"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-07","42","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-08","44","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-09","45","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-10","47","34"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-11","46","37"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-12","49","32"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-13","54","35"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-14","56","43"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-15","57","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-16","56","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-17","50","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-18","57","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-19","56","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-20","56","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-21","57","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-22","57","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-23","57","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-24","49","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-25","45","42"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-26","47","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-27","39","32"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-28","38","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-29","39","31"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-11-30","46","31"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-01","44","25"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-02","42","29"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-03","46","35"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-04","49","34"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-05","40","39"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-06","38","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-07","41","31"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-08","47","24"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-09","53","28"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-10","53","39"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-11","54","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-12","53","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-13","54","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-14","44","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-15","50","37"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-16","51","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-17","42","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-18","42","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-19","43","31"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-20","49","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-21","54","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-22","55","37"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-23","53","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-24","44","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-25","42","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-26","41","35"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-27","48","32"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-28","49","32"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-29","49","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-30","50","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1980-12-31","48","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-01","53","39"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-02","49","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-03","42","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-04","44","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-05","43","29"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-06","45","30"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-07","49","29"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-08","47","31"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-09","40","43"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-10","42","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-11","42","30"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-12","47","31"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-13","50","28"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-14","38","30"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-15","45","34"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-16","44","30"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-17","46","32"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-18","45","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-19","44","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-20","52","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-21","51","35"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-22","50","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-23","49","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-24","47","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-25","49","39"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-26","46","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-27","45","42"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-28","43","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-29","42","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-30","42","35"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-01-31","50","32"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-01","52","30"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-02","47","31"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-03","43","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-04","49","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-05","54","35"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-06","53","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-07","49","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-08","42","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-09","42","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-10","42","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-11","42","26"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-12","41","31"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-13","38","29"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-14","41","23"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-15","43","23"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-16","44","28"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-17","39","30"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-18","38","31"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-19","39","31"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-20","37","31"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-21","35","28"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-22","37","29"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-23","38","30"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-24","37","29"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-25","36","26"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-26","43","29"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-27","46","30"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-02-28","48","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-01","47","37"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-02","41","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-03","39","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-04","46","34"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-05","54","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-06","55","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-07","54","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-08","53","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-09","55","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-10","53","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-11","55","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-12","52","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-13","49","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-14","47","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-15","46","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-16","45","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-17","50","34"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-18","50","36"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-19","53","42"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-20","52","43"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-21","45","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-22","55","39"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-23","56","34"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-24","57","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-25","55","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-26","56","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-27","61","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-28","56","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-29","51","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-30","47","43"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-03-31","52","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-01","53","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-02","51","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-03","46","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-04","47","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-05","51","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-06","51","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-07","58","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-08","62","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-09","68","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-10","64","42"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-11","57","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-12","54","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-13","59","43"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-14","62","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-15","60","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-16","55","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-17","53","37"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-18","48","32"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-19","51","37"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-20","51","35"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-21","47","34"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-22","46","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-23","42","30"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-24","44","35"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-25","43","32"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-26","49","33"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-27","50","35"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-28","55","37"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-29","56","43"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-04-30","49","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-01","49","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-02","49","37"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-03","52","34"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-04","54","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-05","61","32"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-06","63","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-07","62","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-08","59","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-09","59","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-10","71","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-11","62","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-12","66","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-13","60","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-14","63","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-15","58","42"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-16","56","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-17","58","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-18","62","41"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-19","68","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-20","61","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-21","59","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-22","59","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-23","58","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-24","55","43"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-25","58","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-26","59","40"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-27","59","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-28","61","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-29","65","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-30","68","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-05-31","67","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-01","65","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-02","65","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-03","60","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-04","61","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-05","62","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-06","60","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-07","63","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-08","60","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-09","61","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-10","62","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-11","60","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-12","68","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-13","70","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-14","63","56"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-15","59","57"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-16","57","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-17","59","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-18","59","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-19","62","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-20","64","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-21","71","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-22","64","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-23","64","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-24","59","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-25","55","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-26","59","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-27","58","43"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-28","63","42"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-29","65","42"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-06-30","65","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-01","64","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-02","63","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-03","67","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-04","66","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-05","65","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-06","72","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-07","74","54"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-08","72","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-09","70","58"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-10","67","56"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-11","65","54"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-12","68","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-13","66","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-14","69","54"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-15","65","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-16","62","54"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-17","66","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-18","68","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-19","69","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-20","70","56"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-21","63","57"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-22","60","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-23","59","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-24","63","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-25","69","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-26","73","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-27","75","54"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-28","69","56"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-29","72","57"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-30","64","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-07-31","67","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-01","71","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-02","75","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-03","76","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-04","78","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-05","63","58"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-06","59","58"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-07","61","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-08","63","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-09","68","54"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-10","73","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-11","75","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-12","72","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-13","73","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-14","71","56"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-15","66","56"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-16","71","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-17","68","45"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-18","63","54"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-19","64","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-20","64","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-21","66","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-22","68","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-23","71","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-24","73","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-25","75","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-26","77","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-27","74","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-28","72","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-29","72","56"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-30","68","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-08-31","64","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-01","69","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-02","71","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-03","73","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-04","74","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-05","74","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-06","70","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-07","71","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-08","73","57"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-09","73","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-10","67","54"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-11","64","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-12","62","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-13","64","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-14","66","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-15","64","55"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-16","68","56"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-17","64","57"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-18","63","56"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-19","61","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-20","64","51"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-21","63","49"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-22","62","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-23","63","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-24","61","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-25","58","48"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-26","59","50"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-27","61","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-28","61","47"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-29","67","44"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-09-30","64","52"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-10-01","55","58"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-10-02","53","53"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-10-03","59","38"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-10-04","58","43"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-10-05","57","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-10-06","57","46"
"UK000000000","CET CENTRAL ENGLAND, UK","1981-10-07","61","45"
